Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontageband,GarageYrBltband,LotAreaband,YearBuiltband,YearRemodAddband,MasVnrAreaband,BsmtFinSF1band,BsmtFinSF2band,BsmtUnfSFband,TotalBsmtSFband,1stFlrSFband,2ndFlrSFband,LowQualFinSFband,GrLivAreaband,GarageAreaband,WoodDeckSFband,OpenPorchSFband,EnclosedPorchband,3SsnPorchband,ScreenPorchband,MiscValband
2850,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2851,60,RL,Pave,Not Applicable,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Feedr,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,8,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2852,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,5,2006,WD,Normal,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2853,60,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,WD,Normal,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(148.4, 296.8]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2854,120,RM,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,1,1,Gd,4,Typ,0,Not Applicable,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,4,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2855,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,3,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2856,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,8,2006,New,Partial,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2857,60,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,3,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2858,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Not Applicable,Attchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,9,2006,New,Partial,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2859,70,RL,Pave,Not Applicable,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,2Story,4,6,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,Gd,TA,No,Rec,BLQ,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,3,1,TA,6,Min1,0,Not Applicable,Attchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Shed,10,2006,WD,Normal,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1899.6, 1913.4]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(305.2, 610.4]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2860,90,RL,Pave,Not Applicable,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,0.0,2.0,2,0,4,0,TA,4,Typ,0,Not Applicable,Not Applicable,Not Applicable,0.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,10,2006,WD,AdjLand,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1974.0, 1980.0]","(320.0, 640.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2861,20,RL,Pave,Not Applicable,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,TA,5,Typ,0,Not Applicable,Attchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,12,2006,WD,Abnorml,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1968.0, 1974.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2862,60,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,HdBoard,Stucco,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,5,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2863,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,ALQ,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Not Applicable,Not Applicable,Not Applicable,0.0,TA,TA,N,0,Not Applicable,Not Applicable,Not Applicable,4,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2864,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Ex,BuiltIn,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,2,2006,ConLD,Normal,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(148.4, 296.8]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2865,180,RM,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,2,1,TA,5,Typ,0,Not Applicable,Basment,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,10,2006,New,Partial,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2866,160,RM,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,Not Applicable,Detchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,5,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2867,50,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,Fa,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,Unf,1.0,TA,Po,Y,0,Not Applicable,Not Applicable,Not Applicable,4,2006,WD,Normal,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1941.0, 1954.8]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2868,50,RL,Pave,Not Applicable,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,3,Gable,CompShg,AsbShng,AsbShng,None,TA,Fa,BrkTil,Fa,Fa,No,Unf,Unf,GasA,TA,Y,FuseF,0.0,0.0,2,0,3,1,TA,7,Typ,0,Not Applicable,Detchd,Unf,2.0,TA,TA,N,0,Not Applicable,GdPrv,Not Applicable,5,2006,WD,AdjLand,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(202.4, 404.8]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2869,50,RL,Pave,Not Applicable,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseF,0.0,0.0,1,1,4,1,TA,9,Min2,0,Not Applicable,Attchd,Unf,1.0,Fa,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,5,2006,WD,AdjLand,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2870,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,2,0,3,1,TA,6,Min1,1,Gd,2Types,Unf,2.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,10,2006,WD,Abnorml,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1941.0, 1954.8]","(1962.0, 1968.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2871,50,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,0.0,0.0,1,0,3,1,TA,8,Typ,1,Gd,Not Applicable,Not Applicable,0.0,TA,TA,N,0,Not Applicable,Not Applicable,Not Applicable,9,2006,COD,Abnorml,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(425.6, 638.4]","(1395.6, 2457.2]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2872,30,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,2,3,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseF,0.0,0.0,1,0,1,1,TA,3,Typ,0,Not Applicable,Detchd,Unf,1.0,Fa,Fa,N,0,Not Applicable,Not Applicable,Not Applicable,2,2006,ConLD,Normal,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2873,50,RL,Pave,Not Applicable,Reg,Low,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,VinylSd,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,0.0,0.0,1,0,3,1,Gd,5,Min2,0,Not Applicable,Detchd,Unf,1.0,TA,Fa,N,0,Not Applicable,Not Applicable,Not Applicable,9,2006,WD,Normal,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1899.6, 1913.4]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2874,50,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,Fa,6,Typ,0,Not Applicable,Detchd,Unf,1.0,Fa,TA,Y,0,Not Applicable,MnPrv,Not Applicable,7,2006,WD,Normal,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1927.2, 1941.0]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2875,190,RH,Pave,Not Applicable,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,N,FuseF,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,WD,Abnorml,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1941.0, 1954.8]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2876,70,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,6,Typ,2,Gd,Detchd,Unf,1.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,5,2006,WD,Normal,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
